ID,Target_Form_ID,Source_Form_ID,Comment,Source,Likelihood,SourceLanguoid
401-302-3,401-302-3,,,Bereczki2013,probable,Iranian
401-303-2,401-303-2,,,Koivulehto1991,possible,Indo-European
601-303-1,601-303-1,,,Koivulehto1991;Zaicz2006,possible,Indo-European
601-303-2,601-303-2,,,Koivulehto1991;Zaicz2006,possible,Indo-European
301-304-1,301-304-1,,,Koivulehto1984;CygnakinMosin2015,possible,Germanic
601-304-1,601-304-1,,,WOT,possible,West Old Turkic
212-305-1,212-305-1,,,Suhonen1973,clear,Latvian
401-305-1,401-305-1,,,TscherWb,clear,Tatar
401-306-1,401-306-1,,,TscherWb,clear,Chuvash
601-307-1,601-307-1,,,Holopainen2019,possible,Indo-Iranian
203-308-1,203-308-1,,,LAGLOS;SSA;EES,possible,Germanic
204-308-1,204-308-1,,,LAGLOS;SSA;EES,possible,Germanic
207-308-1,207-308-1,,,LAGLOS;SSA;EES,possible,Germanic
208-308-1,208-308-1,,,LAGLOS;SSA;EES,possible,Germanic
209-308-1,209-308-1,,,LAGLOS;SSA;EES,possible,Germanic
210-308-1,210-308-1,,,LAGLOS;SSA;EES,possible,Germanic
211-308-1,211-308-1,,,LAGLOS;SSA;EES,possible,Germanic
212-308-1,212-308-1,,,EES;SSA,possible,Estonian
102-308-1,102-308-1,,,Koivulehto1976;SSA,clear,Finnic
104-308-1,104-308-1,,,Koivulehto1976;SSA,clear,Finnic
105-308-1,105-308-1,,,Koivulehto1976;SSA,clear,Finnic
106-308-1,106-308-1,,,Koivulehto1976;SSA,clear,Finnic
203-309-1,203-309-1,,,SSA,possible,Germanic
204-309-1,204-309-1,,,SSA,possible,Germanic
207-309-2,207-309-2,,,SSA;EES,clear,Russian
208-309-2,208-309-2,,,LAGLOS;SSA,possible,Germanic
210-309-1,210-309-1,,,LAGLOS;SSA,possible,Germanic
211-309-1,211-309-1,,,LAGLOS;SSA,possible,Germanic
212-309-1,212-309-1,,,LAGLOS;SSA,possible,Germanic
301-309-2,301-309-2,,,Versinin2004,possible,Baltic
401-309-1,401-309-1,,,TscherWb,possible,Chuvash
203-31-1,203-31-1,,,SSA;NES;LAGLOS;EES,possible,Germanic
204-31-1,204-31-1,,,SSA;NES;LAGLOS;EES,possible,Germanic
207-31-1,207-31-1,,,SSA;NES;LAGLOS;EES,possible,Germanic
208-31-1,208-31-1,,,SSA;NES;LAGLOS;EES,possible,Germanic
209-31-1,209-31-1,,,SSA;NES;LAGLOS;EES,possible,Germanic
210-31-1,210-31-1,,,SSA;NES;LAGLOS;EES,possible,Germanic
211-31-1,211-31-1,,,SSA;NES;LAGLOS;EES,possible,Germanic
212-31-1,212-31-1,,,SSA;NES;LAGLOS;EES,possible,Germanic
501-31-2,501-31-2,,,Csucs2005;Redei1986;Holopainen2019,probable,Iranian
503-31-2,503-31-2,,,Csucs2005;Redei1986;Holopainen2019,probable,Iranian
504-31-3,504-31-3,,,Csucs2005;Redei1986;Holopainen2019,probable,Iranian
203-31-2,203-31-2,,,Junttila2015,probable,Baltic
204-31-2,204-31-2,,,Junttila2015,probable,Baltic
207-31-2,207-31-2,,,Junttila2015,probable,Baltic
208-31-2,208-31-2,,,Junttila2015,probable,Baltic
210-31-2,210-31-2,,,Junttila2015,probable,Baltic
211-31-2,211-31-2,,,Junttila2015,probable,Baltic
301-310-2,301-310-2,,,Versinin2004,clear,Baltic
301-311-1,301-311-1,,,MordWb,clear,Russian
401-311-1,401-311-1,,,MH,clear,Russian
503-311-1,503-311-1,,,MH,clear,Russian
401-312-1,401-312-1,,,Rasanen1923,clear,Turkic
209-312-2,209-312-2,,,SSA,clear,Russian
601-312-2,601-312-2,,,WOT,clear,West Old Turkic
701-312-2,701-312-2,,,Redei1970,clear,Komi
203-32-1,203-32-1,,,LAGLOS,probable,Germanic
204-32-1,204-32-1,,,LAGLOS,probable,Germanic
207-32-1,207-32-1,,,LAGLOS,probable,Germanic
208-32-1,208-32-1,,,LAGLOS,probable,Germanic
209-32-1,209-32-1,,,LAGLOS,probable,Germanic
210-32-1,210-32-1,,,LAGLOS,probable,Germanic
211-32-1,211-32-1,,,LAGLOS,probable,Germanic
212-32-1,212-32-1,,,LAGLOS,probable,Germanic
504-32-1,504-32-1,,,Csucs2005,probable,Iranian
107-32-1,107-32-1,,,SSA,clear,Finnic
108-32-1,108-32-1,,,Rieler2009,clear,Karelian
101-32-1,101-32-1,,,Koivulehto1988a;Sammallahti1998,possible,Germanic_or_North_Germanic
102-32-1,102-32-1,,,Koivulehto1988a;Sammallahti1998,possible,Germanic_or_North_Germanic
102-32-2,102-32-2,,,Koivulehto1988a;Sammallahti1998,possible,Germanic_or_North_Germanic
104-32-1,104-32-1,,,Koivulehto1988a;Sammallahti1998,possible,Germanic_or_North_Germanic
105-32-1,105-32-1,,,Koivulehto1988a;Sammallahti1998,possible,Germanic_or_North_Germanic
106-32-1,106-32-1,,,Koivulehto1988a;Sammallahti1998,possible,Germanic_or_North_Germanic
212-36-1,212-36-1,,,EES,possible,Germanic
401-36-1,401-36-1,,,TscherWb,clear,Chuvash
401-36-2,401-36-2,,,TscherWb,clear,Tatar
504-37-2,504-37-2,,,Redei1986,possible,Iranian
504-38-2,504-38-2,,,Redei1986,possible,Iranian
0-4-1,0-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
203-4-1,203-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
204-4-1,204-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
207-4-1,207-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
208-4-1,208-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
209-4-1,209-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
210-4-1,210-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
211-4-1,211-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
212-4-1,212-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
301-4-1,301-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
401-4-1,401-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
501-4-1,501-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
503-4-1,503-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
504-4-1,504-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
601-4-1,601-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
701-4-1,701-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
901-4-1,901-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,possible,Proto-Indo-European
902-4-1,902-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
907-4-1,907-4-1,,,Koivulehto1999;Hakkinen2009;SSA;NES,probable,Proto-Indo-European
0-40-1,0-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
101-40-1,101-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
102-40-1,102-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
104-40-1,104-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
105-40-1,105-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
106-40-1,106-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
107-40-1,107-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
108-40-1,108-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
203-40-1,203-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
204-40-1,204-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
207-40-1,207-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
208-40-1,208-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
209-40-1,209-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
210-40-1,210-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
211-40-1,211-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
212-40-1,212-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
301-40-1,301-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
401-40-1,401-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
501-40-1,501-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
503-40-1,503-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
504-40-1,504-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
601-40-1,601-40-1,,,Holopainen2019;Kallio2006;Koivulehto1999;SSA;NES,probable,Indo-Iranian
401-40-2,401-40-2,,,TscherWb,possible,Chuvash
203-43-1,203-43-1,,,LAGLOS;SSA;NES;EES;Junttila2015,possible,Germanic
204-43-1,204-43-1,,,LAGLOS;SSA;NES;EES;Junttila2015,possible,Germanic
207-43-1,207-43-1,,,LAGLOS;SSA;NES;EES;Junttila2015,possible,Germanic
208-43-1,208-43-1,,,LAGLOS;SSA;NES;EES;Junttila2015,possible,Germanic
209-43-1,209-43-1,,,LAGLOS;SSA;NES;EES;Junttila2015,possible,Germanic
210-43-1,210-43-1,,,LAGLOS;SSA;NES;EES;Junttila2015,possible,Germanic
211-43-1,211-43-1,,,LAGLOS;SSA;NES;EES;Junttila2015,possible,Germanic
212-43-1,212-43-1,,,LAGLOS;SSA;NES;EES;Junttila2015,possible,Germanic
203-45-1,203-45-1,,,SSA;NES;EES,possible,Germanic_or_Baltic
204-45-1,204-45-1,,,SSA;NES;EES,possible,Germanic_or_Baltic
207-45-1,207-45-1,,,SSA;NES;EES,possible,Germanic_or_Baltic
208-45-1,208-45-1,,,SSA;NES;EES,possible,Germanic_or_Baltic
209-45-1,209-45-1,,,SSA;NES;EES,possible,Germanic_or_Baltic
210-45-1,210-45-1,,,SSA;NES;EES,possible,Germanic_or_Baltic
211-45-1,211-45-1,,,SSA;NES;EES,possible,Germanic_or_Baltic
212-45-1,212-45-1,,,SSA;NES;EES,possible,Germanic_or_Baltic
401-45-1,401-45-1,,,TscherWb,possible,Tatar
901-45-1,901-45-1,,,Lehtisalo1956,clear,Turkic
902-45-1,902-45-1,,,JurSWb,clear,Turkic
907-45-1,907-45-1,,,SolkWb,clear,Turkic
101-45-1,101-45-1,,,Lehtiranta1989;SSA,clear,Finnic
102-45-1,102-45-1,,,Lehtiranta1989;SSA,clear,Finnic
104-45-1,104-45-1,,,Lehtiranta1989;SSA,clear,Finnic
105-45-1,105-45-1,,,Sammallahti1998;Lehtiranta1989;SSA,clear,Finnic
106-45-1,106-45-1,,,Lehtiranta1989;SSA,clear,Finnic
107-45-1,107-45-1,,,Lehtiranta1989;SSA,clear,Finnic
108-45-1,108-45-1,,,Rieler2009,clear,Finnic
601-45-1,601-45-1,,,WOT,clear,West Old Turkic
101-47-1,101-47-1,,,Lagercrantz1939,clear,North Germanic
104-47-1,104-47-1,,,Lagercrantz1939,clear,North Germanic
105-47-2,105-47-2,,,Sammallahti1998,clear,Finnic
106-47-1,106-47-1,,,Sammallahti1998,clear,Finnic
107-47-2,107-47-2,,,Sammallahti1998,clear,Finnic
108-47-1,108-47-1,,,Rieler2009,clear,Finnic
209-48-2,209-48-2,,,EES,clear,Baltic
210-48-1,210-48-1,,,EES,clear,Baltic
212-48-1,212-48-1,,,EES,clear,Baltic
203-49-1,203-49-1,,,Koivulehto1991;SSA;NES;EES,possible,Proto-Indo-European
204-49-1,204-49-1,,,Koivulehto1991;SSA;NES;EES,possible,Proto-Indo-European
208-49-1,208-49-1,,,Koivulehto1991;SSA;NES;EES,possible,Proto-Indo-European
209-49-1,209-49-1,,,Koivulehto1991;SSA;NES;EES,possible,Proto-Indo-European
210-49-1,210-49-1,,,Koivulehto1991;SSA;NES;EES,possible,Proto-Indo-European
211-49-1,211-49-1,,,Koivulehto1991;SSA;NES;EES,possible,Proto-Indo-European
212-49-1,212-49-1,,,Koivulehto1991;SSA;NES;EES,possible,Proto-Indo-European
501-49-1,501-49-1,,,Koivulehto1991;SSA;NES;EES,possible,Proto-Indo-European
503-49-1,503-49-1,,,Koivulehto1991;SSA;NES;EES,possible,Proto-Indo-European
504-49-1,504-49-1,,,Koivulehto1991;SSA;NES;EES,possible,Proto-Indo-European
601-49-1,601-49-1,,,WOT;TESz,probable,West Old Turkic
701-49-1,701-49-1,,,Korenchy1972;Holopainen2019,clear,Iranian
807-49-1,807-49-1,,,Korenchy1972;Holopainen2019,clear,Iranian
101-50-1,101-50-1,,,Koivulehto2016;SSA,possible,Germanic
102-50-1,102-50-1,,,Koivulehto2016;SSA,possible,Germanic
104-50-1,104-50-1,,,Koivulehto2016;SSA,possible,Germanic
105-50-1,105-50-1,,,Koivulehto2016;SSA,possible,Germanic
106-50-1,106-50-1,,,Koivulehto2016;SSA,possible,Germanic
107-50-1,107-50-1,,,Koivulehto2016;SSA,possible,Germanic
108-50-1,108-50-1,,,Koivulehto2016;SSA,possible,Germanic
203-50-1,203-50-1,,,Koivulehto2016;SSA,possible,Germanic
204-50-1,204-50-1,,,Koivulehto2016;SSA,possible,Germanic
207-50-1,207-50-1,,,Koivulehto2016;SSA,possible,Germanic
208-50-1,208-50-1,,,Koivulehto2016;SSA,possible,Germanic
209-50-1,209-50-1,,,Koivulehto2016;SSA,possible,Germanic
211-50-1,211-50-1,,,Koivulehto2016,possible,Germanic
211-50-2,211-50-2,,,Koivulehto2016,possible,Germanic
212-50-1,212-50-1,,,Koivulehto2016,possible,Germanic
907-50-1,907-50-1,,,Aikio2002;SolkWb,possible,Khanty
101-52-1,101-52-1,,,Sammallahti1998,clear,North Germanic
102-52-1,102-52-1,,,Sammallahti1998,clear,North Germanic
105-52-1,105-52-1,,,Sammallahti1998,clear,North Germanic
106-52-1,106-52-1,,,Lehtiranta1989,clear,North Germanic
106-52-2,106-52-2,,,Lehtiranta1989,clear,North Germanic
107-52-1,107-52-1,,,Lehtiranta1989,clear,North Germanic
107-52-2,107-52-2,,,Lehtiranta1989,clear,North Germanic
108-52-1,108-52-1,,,Lehtiranta1989,clear,North Germanic
601-52-1,601-52-1,,,WOT;TESz;Zaicz2006,possible,West Old Turkic
503-52-2,503-52-2,,,KESK,clear,Russian
301-53-1,301-53-1,,,Grunthal2012;Koivulehto2000;vanPareren2009,possible,Baltic
501-53-1,501-53-1,,,Hausenberg1985;Saarikivi2018;KESK;SSA,possible,Finnic
503-53-1,503-53-1,,,Hausenberg1985;Saarikivi2018;KESK;SSA,possible,Finnic
601-53-1,601-53-1,,,WOT,probable,West Old Turkic
401-54-1,401-54-1,,,Rasanen1920,clear,Chuvash
101-55-1,101-55-1,,,Sammallahti1998,clear,Finnic
102-55-1,102-55-1,,,Sammallahti1998,clear,Finnic
104-55-1,104-55-1,,,Sammallahti1998,clear,Finnic
105-55-1,105-55-1,,,Sammallahti1998,clear,Finnic
106-55-1,106-55-1,,,Sammallahti1998,clear,Finnic
107-55-1,107-55-1,,,Sammallahti1998,clear,Finnic
108-55-1,108-55-1,,,Rieler2009,clear,Finnic
301-55-1,301-55-1,,,Koivulehto1999;UEW;CygnakinMosin2015,possible,Iranian
101-57-1,101-57-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
102-57-1,102-57-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
102-57-2,102-57-2,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
104-57-1,104-57-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
104-57-2,104-57-2,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
105-57-1,105-57-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
106-57-1,106-57-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
107-57-1,107-57-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
108-57-1,108-57-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
301-57-1,301-57-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
401-57-1,401-57-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
501-57-1,501-57-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
503-57-1,503-57-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
401-57-2,401-57-2,,,TscherWb,clear,Chuvash
504-57-1,504-57-1,,,Tarakanov1993,clear,Tatar
105-58-1,105-58-1,,,Sammallahti1998,clear,Finnic
106-58-1,106-58-1,,,Sammallahti1998,clear,Finnic
107-58-1,107-58-1,,,Sammallahti1998,clear,Finnic
108-58-1,108-58-1,,,Rieler2009,clear,Finnic
101-58-1,101-58-1,,,Lagercrantz1939,clear,Finnic
102-58-1,102-58-1,,,Lagercrantz1939,clear,Finnic
104-58-1,104-58-1,,,Lagercrantz1939,clear,Finnic
503-59-2,503-59-2,,,KESK,possible,Indo-European
601-60-1,601-60-1,,,WOT,clear,West Old Turkic
204-61-1,204-61-1,,,SSA,possible,Finnish
208-61-1,208-61-1,,,Junttila2012,possible,Germanic
209-61-1,209-61-1,,,Junttila2012,possible,Germanic
210-61-1,210-61-1,,,Junttila2012,possible,Germanic
211-61-1,211-61-1,,,Junttila2012,possible,Germanic
101-61-1,101-61-1,,,SSA,clear,North Germanic
102-61-1,102-61-1,,,SSA,clear,North Germanic
104-61-1,104-61-1,,,SSA,clear,North Germanic
105-61-1,105-61-1,,,SSA,clear,North Germanic
301-61-1,301-61-1,,,MordWb;Versinin2004,clear,Russian
601-61-1,601-61-1,,,WOT,clear,West Old Turkic
701-61-2,701-61-2,,,DEWOS,probable,Khanty
503-61-1,503-61-1,,,MH,clear,Russian
301-64-1,301-64-1,,,Koivulehto1981,possible,Germanic
101-64-2,101-64-2,,,Lagercrantz1939,clear,North Germanic
301-65-1,301-65-1,,,Grunthal2012,probable,Baltic
401-65-1,401-65-1,,,Rasanen1920,clear,Chuvash
501-65-1,501-65-1,,,Kalima1911,possible,Russian
503-65-1,503-65-1,,,Kalima1911,possible,Russian
101-65-1,101-65-1,,,Aikio2006,clear,Finnic
102-65-1,102-65-1,,,Aikio2006,clear,Finnic
104-65-1,104-65-1,,,Aikio2006,clear,Finnic
105-65-1,105-65-1,,,Aikio2006,clear,Finnic
204-66-1,204-66-1,,,EES,possible,Germanic
207-66-1,207-66-1,,,EES,possible,Germanic
101-66-1,101-66-1,,,Koivulehto1999a,clear,Germanic
102-66-1,102-66-1,,,Koivulehto1999a,clear,Germanic
104-66-1,104-66-1,,,Koivulehto1999a,clear,Germanic
104-66-2,104-66-2,,,Koivulehto1999a,clear,Germanic
105-66-1,105-66-1,,,Koivulehto1999a,clear,Germanic
106-66-1,106-66-1,,,Koivulehto1999a,clear,Germanic
107-66-1,107-66-1,,,Koivulehto1999a,clear,Germanic
108-66-1,108-66-1,,,Koivulehto1999a,clear,Germanic
209-66-2,209-66-2,,,EES,clear,Germanic
101-67-2,101-67-2,,,Lagercrantz1939,clear,North Germanic
102-67-2,102-67-2,,,Lagercrantz1939,clear,North Germanic
104-67-1,104-67-1,,,Lagercrantz1939,clear,North Germanic
209-67-2,209-67-2,,,VKJMS,clear,Russian
204-68-2,204-68-2,,,SSA,possible,Germanic
207-68-1,207-68-1,,,SSA,possible,Germanic
208-68-1,208-68-1,,,SSA,possible,Germanic
210-68-1,210-68-1,,,SSA,possible,Germanic
212-68-1,212-68-1,,,Suhonen1973,clear,Latvian
101-68-1,101-68-1,,,,clear,Baltic
102-68-1,102-68-1,,,Sammallahti1998,clear,Baltic
104-68-1,104-68-1,,,Sammallahti1998,clear,Baltic
105-68-1,105-68-1,,,Sammallahti1998,clear,Baltic
106-68-1,106-68-1,,,Sammallahti1998,clear,Baltic
107-68-1,107-68-1,,,Sammallahti1998,clear,Baltic
108-68-1,108-68-1,,,Sammallahti1998,clear,Baltic
401-68-2,401-68-2,,,TscherWb,clear,Tatar
107-68-2,107-68-2,,,SSA,clear,Finnic
204-69-1,204-69-1,,,SSA,clear,Germanic
207-69-1,207-69-1,,,SSA,clear,Germanic
208-69-2,208-69-2,,,SSA,clear,Germanic
210-69-1,210-69-1,,,LAGLOS;SSA;NES,possible,Germanic
211-69-2,211-69-2,,,LAGLOS;SSA;NES,possible,Germanic
212-69-1,212-69-1,,,LAGLOS;SSA;NES,possible,Germanic
105-69-1,105-69-1,,,SSA,probable,Finnic
106-69-1,106-69-1,,,SSA,probable,Finnic
107-69-1,107-69-1,,,SSA,probable,Finnic
301-69-2,301-69-2,,,SSA;NES,possible,Finnic
208-69-3,208-69-3,,,InkmSk,clear,Russian
104-69-1,104-69-1,,,MH,clear,Finnic
209-71-2,209-71-2,,,SSA,possible,Proto-Indo-European
203-72-1,203-72-1,,,SSA;NES;LAGLOS;EES,probable,Germanic
204-72-1,204-72-1,,,SSA;NES;LAGLOS,probable,Germanic
207-72-1,207-72-1,,,SSA;NES;LAGLOS,probable,Germanic
208-72-1,208-72-1,,,SSA;NES;LAGLOS,probable,Germanic
501-73-1,501-73-1,,,Csucs2005;RedeiRonaTas1983,possible,Volga Bulgar Turkic
503-73-1,503-73-1,,,Csucs2005;RedeiRonaTas1983,possible,Volga Bulgar Turkic
504-73-1,504-73-1,,,Csucs2005;RedeiRonaTas1983,possible,Volga Bulgar Turkic
101-74-1,101-74-1,,,Sammallahti1998,clear,North Germanic
102-74-1,102-74-1,,,Sammallahti1998,clear,North Germanic
104-74-1,104-74-1,,,Sammallahti1998,clear,North Germanic
105-74-1,105-74-1,,,Sammallahti1998,clear,North Germanic
106-74-1,106-74-1,,,Sammallahti1998,clear,North Germanic
107-74-1,107-74-1,,,Sammallahti1998,clear,North Germanic
108-74-1,108-74-1,,,Sammallahti1998,clear,North Germanic
301-74-1,301-74-1,,,Holopainen2019;Parpola2010;Koivulehto1999;SSA,clear,Indo-Iranian
101-75-1,101-75-1,,,Holopainen2018,possible,Indo-Iranian_or_Indo-European
102-75-1,102-75-1,,,Holopainen2018,possible,Indo-Iranian_or_Indo-European
105-75-1,105-75-1,,,Holopainen2018,possible,Indo-Iranian_or_Indo-European
106-75-1,106-75-1,,,Holopainen2018,possible,Indo-Iranian_or_Indo-European
107-75-1,107-75-1,,,Holopainen2018,possible,Indo-Iranian_or_Indo-European
108-75-1,108-75-1,,,Holopainen2018,possible,Indo-Iranian_or_Indo-European
504-75-1,504-75-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
101-75-2,101-75-2,,,SSA,clear,Baltic
102-75-3,102-75-3,,,SSA,clear,Baltic
104-75-2,104-75-2,,,SSA,clear,Baltic
108-75-2,108-75-2,,,SSA,clear,Baltic
301-75-1,301-75-1,,,Koivulehto1999;Holopainen2019,clear,Iranian
301-75-2,301-75-2,,,Paasonen1897,possible,Turkic
401-75-1,401-75-1,,,Holopainen2019;Koivulehto2001,clear,Indo-Iranian
601-75-1,601-75-1,,,WOT;Zaicz2006;TESz,possible,West Old Turkic
701-75-1,701-75-1,,,UEW,clear,Komi
807-75-2,807-75-2,,,UEW;Toivonen1956,clear,Komi
501-75-1,501-75-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
503-75-1,503-75-1,,,Koivulehto1999;Holopainen2019,clear,Indo-Iranian
501-75-2,501-75-2,,,Saarikivi2018,probable,Finnic
503-75-2,503-75-2,,,Saarikivi2018,probable,Finnic
504-75-2,504-75-2,,,Saarikivi2018,probable,Finnic
203-77-1,203-77-1,,,Holopainen2019;Koivulehto1999,possible,Iranian
204-77-1,204-77-1,,,Holopainen2019;Koivulehto1999,possible,Iranian
208-77-1,208-77-1,,,Holopainen2019;Koivulehto1999,possible,Iranian
209-77-1,209-77-1,,,Holopainen2019;Koivulehto1999,possible,Iranian
210-77-1,210-77-1,,,Holopainen2019;Koivulehto1999,possible,Iranian
211-77-1,211-77-1,,,Holopainen2019;Koivulehto1999,possible,Iranian
209-77-3,209-77-3,,,VKJMS,clear,Russian
102-78-1,102-78-1,,,SSA;NES;EES,clear,Baltic
107-78-1,107-78-1,,,SSA;NES;EES,clear,Baltic
203-78-1,203-78-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
204-78-1,204-78-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
207-78-1,207-78-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
208-78-1,208-78-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
209-78-1,209-78-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
210-78-1,210-78-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
211-78-1,211-78-1,,,SSA;EES,possible,Germanic
212-78-1,212-78-1,,,SSA;EES,possible,Germanic
503-8-2,503-8-2,,,Rogov1869,clear,Russian
301-81-1,301-81-1,,,Koivulehto2001,probable,Iranian
212-82-3,212-82-3,,,SSA;NES;EES,possible,Indo-European
101-82-1,101-82-1,,,Koivulehto2003,probable,North-Western-Indo-European
102-82-1,102-82-1,,,Koivulehto2003,probable,North-Western-Indo-European
104-82-1,104-82-1,,,Koivulehto2003,probable,North-Western-Indo-European
105-82-1,105-82-1,,,Koivulehto2003,probable,North-Western-Indo-European
106-82-1,106-82-1,,,Koivulehto2003,probable,North-Western-Indo-European
107-82-1,107-82-1,,,Koivulehto2003,probable,North-Western-Indo-European
108-82-1,108-82-1,,,Koivulehto2003,probable,North-Western-Indo-European
203-85-1,203-85-1,,,LAGLOS;SSA;NES,probable,Germanic
204-85-1,204-85-1,,,LAGLOS;SSA;NES,probable,Germanic
207-85-1,207-85-1,,,LAGLOS;SSA;NES,probable,Germanic
209-85-1,209-85-1,,,LAGLOS;SSA;NES,probable,Germanic
210-85-1,210-85-1,,,LAGLOS;SSA;NES,probable,Germanic
211-85-1,211-85-1,,,LAGLOS;SSA;NES,probable,Germanic
212-85-1,212-85-1,,,LAGLOS;SSA;NES,probable,Germanic
101-85-1,101-85-1,,,Koivulehto2001,probable,Indo-European
102-85-1,102-85-1,,,Koivulehto2001,probable,Indo-European
104-85-1,104-85-1,,,Koivulehto2001,probable,Indo-European
105-85-1,105-85-1,,,Koivulehto2001,probable,Indo-European
106-85-1,106-85-1,,,Koivulehto2001,probable,Indo-European
107-85-1,107-85-1,,,Koivulehto2001,probable,Indo-European
108-85-1,108-85-1,,,Koivulehto2001,probable,Indo-European
601-85-1,601-85-1,,,UEW,possible,Turkic
301-85-1,301-85-1,,,Butylov2007,probable,Turkic
301-86-2,301-86-2,,,Versinin2004,possible,Russian
901-86-1,901-86-1,,,Kallio2004,possible,Pre-Tocharian
902-86-1,902-86-1,,,Kallio2004,possible,Pre-Tocharian
907-86-1,907-86-1,,,Kallio2004,possible,Pre-Tocharian
209-87-1,209-87-1,,,EES,probable,Estonian
