ID,Target_Form_ID,Source_Form_ID,Comment,Source,Likelihood,SourceLanguoid
208-202-1,208-202-1,,,Junttila2015,probable,Baltic
209-202-1,209-202-1,,,Junttila2015,probable,Baltic
210-202-1,210-202-1,,,Junttila2015,probable,Baltic
301-205-1,301-205-1,,,Butylov2007,possible,Tatar
701-205-2,701-205-2,,,Redei1970,clear,Komi
212-206-1,212-206-1,,,EES;SSA,possible,Proto-Indo-European
203-207-1,203-207-1,,,SSA,clear,Germanic
208-207-1,208-207-1,,,SSA,clear,Germanic
208-207-2,208-207-2,,,SSA,clear,Germanic
209-207-1,209-207-1,,,SSA,clear,Germanic
105-207-1,105-207-1,,,Sammallahti1998,clear,North Germanic
105-207-2,105-207-2,,,Sammallahti1998,clear,Finnic
106-207-1,106-207-1,,,Sammallahti1998,clear,Finnic
108-207-1,108-207-1,,,Rieler2009,clear,Finnic
101-207-1,101-207-1,,,MH,clear,North Germanic
203-208-1,203-208-1,,,Koivulehto1991,possible,Proto-Indo-European
204-208-1,204-208-1,,,Koivulehto1991,possible,Proto-Indo-European
207-208-1,207-208-1,,,Koivulehto1991,possible,Proto-Indo-European
208-208-1,208-208-1,,,Koivulehto1991,possible,Proto-Indo-European
209-208-1,209-208-1,,,Koivulehto1991,possible,Proto-Indo-European
210-208-1,210-208-1,,,Koivulehto1991,possible,Proto-Indo-European
211-208-1,211-208-1,,,Koivulehto1991,possible,Proto-Indo-European
212-208-1,212-208-1,,,Koivulehto1991,possible,Proto-Indo-European
102-208-2,102-208-2,,,Schlachter1958,clear,North Germanic
104-208-1,104-208-1,,,Schlachter1958,clear,North Germanic
301-208-1,301-208-1,,,Butylov2007;Paasonen1897,clear,Volga Bulgar Turkic
401-208-1,401-208-1,,,TscherWb,possible,Chuvash
601-208-2,601-208-2,,,Zaicz2006;TESz,probable,Iranian
203-209-1,203-209-1,,,vanLinde2007;Junttila2012,probable,Baltic
204-209-1,204-209-1,,,vanLinde2007;Junttila2012,probable,Baltic
207-209-1,207-209-1,,,vanLinde2007;Junttila2012,probable,Baltic
208-209-1,208-209-1,,,vanLinde2007;Junttila2012,probable,Baltic
209-209-1,209-209-1,,,vanLinde2007;Junttila2012,probable,Baltic
210-209-1,210-209-1,,,vanLinde2007;Junttila2012,probable,Baltic
211-209-1,211-209-1,,,vanLinde2007;Junttila2012,probable,Baltic
212-209-1,212-209-1,,,vanLinde2007;Junttila2012,probable,Baltic
105-209-1,105-209-1,,,Aikio2009,probable,Germanic
301-209-1,301-209-1,,,Grunthal2012,possible,Baltic
101-209-1,101-209-1,,,Qvigstad1893,clear,North Germanic
102-209-1,102-209-1,,,Lehtiranta1989,clear,Finnic
104-209-2,104-209-2,,,Lehtiranta1989,clear,Finnic
106-209-1,106-209-1,,,Lehtiranta1989,clear,Finnic
107-209-1,107-209-1,,,Lehtiranta1989,clear,Finnic
203-210-1,203-210-1,,,Holopainen2018;Holopainen2019,clear,Iranian
204-210-1,204-210-1,,,Holopainen2018;Holopainen2019,clear,Iranian
207-210-1,207-210-1,,,Holopainen2018;Holopainen2019,clear,Iranian
208-210-1,208-210-1,,,Holopainen2018;Holopainen2019,clear,Iranian
210-210-1,210-210-1,,,EES,possible,Slavic
211-210-1,211-210-1,,,EES,possible,Slavic
107-210-1,107-210-1,,,MH,possible,Finnic
104-210-1,104-210-1,,,SSA,clear,Finnic
105-210-1,105-210-1,,,Sammallahti1998;SSA,clear,Finnic
106-210-3,106-210-3,,,SSA,clear,Finnic
107-210-2,107-210-2,,,SSA,clear,Finnic
108-210-1,108-210-1,,,Rieler2009,clear,Finnic
807-211-1,807-211-1,,,UEW,possible,Permic
106-211-1,106-211-1,,,Sammallahti1998,clear,Finnic
107-211-1,107-211-1,,,Sammallahti1998,clear,Finnic
108-211-1,108-211-1,,,Rieler2009,clear,Finnic
301-211-1,301-211-1,,,Koivulehto1988a,possible,Proto-Indo-European
401-211-1,401-211-1,,,Koivulehto1988a,possible,Proto-Indo-European
601-211-1,601-211-1,,,Koivulehto1988a,possible,Indo-Iranian
503-211-2,503-211-2,,,KoPRSl,clear,Russian
104-211-1,104-211-1,,,Sammallahti1998,clear,Finnic
105-211-1,105-211-1,,,Sammallahti1998,clear,Finnic
203-212-1,203-212-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
204-212-1,204-212-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
208-212-1,208-212-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
209-212-1,209-212-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
210-212-1,210-212-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
211-212-1,211-212-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
212-212-1,212-212-1,,,Koivulehto1999,possible,Indo-Iranian_or_Iranian
501-212-1,501-212-1,,,Koivulehto1999,possible,Indo-Iranian_or_Iranian
503-212-1,503-212-1,,,Koivulehto1999,possible,Indo-Iranian_or_Iranian
401-212-1,401-212-1,,,TscherWb,clear,Turkic
601-212-1,601-212-1,,,WOT,probable,West Old Turkic
401-212-2,401-212-2,,,Isanbaev1994,clear,Tatar
104-214-1,104-214-1,,,Lehtiranta1989,probable,Germanic
105-214-1,105-214-1,,,Sammallahti1998,probable,Germanic
106-214-1,106-214-1,,,Lehtiranta1989,probable,Germanic
501-215-1,501-215-1,,,Holopainen2019;Koivulehto2001;Redei1986,possible,Iranian
503-215-1,503-215-1,,,Holopainen2019;Koivulehto2001;Redei1986,possible,Iranian
701-215-1,701-215-1,,,Redei1970,clear,Komi
204-218-2,204-218-2,,,LAGLOS;SSA;EES;NES,possible,Germanic
209-218-1,209-218-1,,,LAGLOS;SSA;EES;NES,possible,Germanic
210-218-2,210-218-2,,,EES,possible,Germanic
211-218-1,211-218-1,,,EES,possible,Germanic
501-219-1,501-219-1,,,Holopainen2019;Redei1986,clear,Indo-Iranian
503-219-1,503-219-1,,,Holopainen2019;Redei1986,clear,Indo-Iranian
504-219-1,504-219-1,,,Holopainen2019;Redei1986,clear,Indo-Iranian
807-219-1,807-219-1,,,Futaky1975,possible,Tungusic
601-219-1,601-219-1,,,Holopainen2019,clear,Iranian
212-220-1,212-220-1,,,Suhonen1973,clear,Latvian
601-220-1,601-220-1,,,WOT;TESz,probable,West Old Turkic
504-220-1,504-220-1,,,Tarakanov1993,clear,Tatar
203-222-1,203-222-1,,,Junttila2012;SSA,clear,Baltic
204-222-1,204-222-1,,,Junttila2012;SSA,clear,Baltic
212-222-1,212-222-1,,,Suhonen1973,clear,Latvian
401-222-2,401-222-2,,,Koivulehto1985,possible,Germanic
108-222-1,108-222-1,,,Rieler2009,clear,Germanic
203-223-1,203-223-1,,,SSA;EES,possible,Iranian
204-223-1,204-223-1,,,SSA;EES,possible,Iranian
207-223-1,207-223-1,,,SSA;EES,possible,Iranian
208-223-1,208-223-1,,,SSA;EES,possible,Iranian
209-223-1,209-223-1,,,SSA;EES,possible,Iranian
210-223-1,210-223-1,,,SSA;EES,possible,Iranian
203-224-1,203-224-1,,,SSA,clear,Indo-European
204-224-1,204-224-1,,,SSA,clear,Indo-European
207-224-1,207-224-1,,,SSA,clear,Indo-European
208-224-1,208-224-1,,,SSA,clear,Indo-European
209-224-1,209-224-1,,,SSA,clear,Indo-European
210-224-1,210-224-1,,,SSA,clear,Indo-European
211-224-1,211-224-1,,,SSA,clear,Indo-European
212-224-1,212-224-1,,,SSA,clear,Indo-European
907-224-1,907-224-1,,,UEW,possible,Ob-Ugric
601-224-1,601-224-1,,,Zaicz2006,possible,Indo-European
102-224-1,102-224-1,,,AlguDB,clear,North Germanic
104-224-1,104-224-1,,,AlguDB,clear,North Germanic
105-224-1,105-224-1,,,AlguDB,clear,North Germanic
106-224-1,106-224-1,,,AlguDB,clear,North Germanic
107-224-1,107-224-1,,,AlguDB,clear,North Germanic
108-224-1,108-224-1,,,Rieler2009,clear,Russian
301-224-1,301-224-1,,,SSA,clear,Indo-European
301-224-2,301-224-2,,,SSA,clear,Indo-European
401-224-1,401-224-1,,,SSA,clear,Indo-European
401-224-2,401-224-2,,,SSA,clear,Indo-European
501-224-1,501-224-1,,,SSA,clear,Indo-European
503-224-1,503-224-1,,,SSA,clear,Indo-European
203-225-1,203-225-1,,,SSA,probable,North Germanic
204-225-1,204-225-1,,,SSA,probable,North Germanic
207-225-1,207-225-1,,,SSA,probable,North Germanic
208-225-1,208-225-1,,,SSA,probable,North Germanic
209-225-1,209-225-1,,,SSA,probable,North Germanic
212-225-1,212-225-1,,,Suhonen1973,clear,Latvian
107-225-2,107-225-2,,,SSA,clear,Finnic
203-227-1,203-227-1,,,LAGLOS,possible,Germanic
204-227-1,204-227-1,,,LAGLOS,possible,Germanic
207-227-1,207-227-1,,,LAGLOS,possible,Germanic
208-227-1,208-227-1,,,LAGLOS,possible,Germanic
210-227-1,210-227-1,,,LAGLOS,possible,Germanic
211-227-1,211-227-1,,,LAGLOS,possible,Germanic
212-227-1,212-227-1,,,LAGLOS,possible,Germanic
301-227-1,301-227-1,,,LAGLOS,possible,Proto-Indo-European
501-227-1,501-227-1,,,Koivulehto1991,possible,Proto-Indo-European
503-227-1,503-227-1,,,Koivulehto1991,possible,Proto-Indo-European
601-227-1,601-227-1,,,Koivulehto1991,possible,Proto-Indo-European
701-227-1,701-227-1,,,Koivulehto1991,possible,Proto-Indo-European
102-227-2,102-227-2,,,Schlachter1958,clear,North Germanic
601-228-1,601-228-1,,,WOT;TESz,possible,West Old Turkic_or_Iranian
105-228-1,105-228-1,,,SSA,probable,Finnic
106-228-2,106-228-2,,,SSA,probable,Finnic
107-228-1,107-228-1,,,SSA,probable,Finnic
108-228-1,108-228-1,,,Rieler2009,probable,Finnic
203-229-1,203-229-1,,,Junttila2015;LAGLOS,possible,Germanic_or Baltic
204-229-1,204-229-1,,,Junttila2015;LAGLOS,possible,Germanic_or Baltic
210-229-2,210-229-2,,,EES,clear,Low German
101-229-1,101-229-1,,,SSA,clear,North Germanic
102-229-1,102-229-1,,,SSA,clear,North Germanic
105-229-1,105-229-1,,,SSA,clear,North Germanic
108-229-1,108-229-1,,,Rieler2009,clear,North Germanic
203-23-1,203-23-1,,,Aikio2000;SSA;NES;EES,probable,Germanic
209-23-1,209-23-1,,,Aikio2000;SSA;NES;EES,probable,Germanic
210-23-1,210-23-1,,,Aikio2000;SSA;NES;EES,probable,Germanic
211-23-1,211-23-1,,,Aikio2000;SSA;NES;EES,probable,Germanic
211-23-2,211-23-2,,,Aikio2000;SSA;NES;EES,probable,Germanic
211-23-3,211-23-3,,,Aikio2000;SSA;NES;EES,probable,Germanic
212-23-1,212-23-1,,,Aikio2000;SSA;NES;EES,probable,Germanic
401-230-1,401-230-1,,,TscherWb,clear,Chuvash
101-231-1,101-231-1,,,Holopainen2019,possible,Finnic
102-231-1,102-231-1,,,Holopainen2019,possible,Finnic
104-231-1,104-231-1,,,Holopainen2019,possible,Finnic
105-231-1,105-231-1,,,Holopainen2019,possible,Finnic
106-231-1,106-231-1,,,Holopainen2019,possible,Finnic
107-231-1,107-231-1,,,Holopainen2019,possible,Finnic
108-231-1,108-231-1,,,Holopainen2019,possible,Finnic
204-231-1,204-231-1,,,Holopainen2019,probable,Indo-Iranian
207-231-1,207-231-1,,,Holopainen2019,probable,Indo-Iranian
208-231-1,208-231-1,,,Holopainen2019,probable,Indo-Iranian
209-231-1,209-231-1,,,Holopainen2019,probable,Indo-Iranian
210-231-1,210-231-1,,,Holopainen2019,probable,Indo-Iranian
211-231-1,211-231-1,,,Holopainen2019,probable,Indo-Iranian
212-231-1,212-231-1,,,Holopainen2019,probable,Indo-Iranian
301-231-1,301-231-1,,,Holopainen2019,probable,Indo-Iranian
401-231-1,401-231-1,,,Holopainen2019,probable,Indo-Iranian
501-231-1,501-231-1,,,Holopainen2019,probable,Indo-Iranian
503-231-1,503-231-1,,,Holopainen2019,probable,Indo-Iranian
504-231-1,504-231-1,,,Holopainen2019,probable,Indo-Iranian
601-231-1,601-231-1,,,Holopainen2019,probable,Iranian
203-232-1,203-232-1,,,SSA;NES;EES,possible,Germanic
204-232-1,204-232-1,,,SSA;NES;EES,possible,Germanic
210-232-1,210-232-1,,,SSA;NES;EES,possible,Germanic
211-232-1,211-232-1,,,SSA;NES;EES,possible,Germanic
102-232-1,102-232-1,,,Schlachter1958,clear,North Germanic
601-232-1,601-232-1,,,WOT;TESz,possible,West Old Turkic
601-232-2,601-232-2,,,WOT;TESz,possible,West Old Turkic
401-232-1,401-232-1,,,TscherWb,clear,Tatar
401-232-2,401-232-2,,,TscherWb,clear,Chuvash
209-232-4,209-232-4,,,VKJMS,clear,Russian
203-233-1,203-233-1,,,SSA,clear,Germanic
107-233-1,107-233-1,,,SSA,clear,Finnic
108-233-1,108-233-1,,,SSA,clear,Finnic
203-233-2,203-233-2,,,LAGLOS;SSA;NES,clear,Germanic
204-233-1,204-233-1,,,LAGLOS;SSA;NES,clear,Germanic
207-233-1,207-233-1,,,LAGLOS;SSA;NES,clear,Germanic
208-233-1,208-233-1,,,LAGLOS;SSA;NES,clear,Germanic
104-233-1,104-233-1,,,Koivulehto1991,possible,Proto-Indo-European
105-233-1,105-233-1,,,Koivulehto1991,possible,Proto-Indo-European
106-233-2,106-233-2,,,Koivulehto1991,possible,Proto-Indo-European
501-233-1,501-233-1,,,Holopainen2019;Metsaranta2017;Koivulehto1991,clear,Indo-Iranian
503-233-1,503-233-1,,,Holopainen2019;Metsaranta2017;Koivulehto1991,clear,Indo-Iranian
504-233-1,504-233-1,,,Holopainen2019;Metsaranta2017;Koivulehto1991,clear,Indo-Iranian
101-233-1,101-233-1,,,Qvigstad1893,clear,North Germanic
102-233-1,102-233-1,,,Qvigstad1893,clear,North Germanic
104-233-2,104-233-2,,,Qvigstad1893,clear,North Germanic
401-233-1,401-233-1,,,Savatkova1969,clear,Russian
701-233-1,701-233-1,,,Kalman1961,clear,Russian
401-234-1,401-234-1,,,TscherWb,clear,Chuvash
807-235-1,807-235-1,,,DEWOS,clear,Tatar
701-235-2,701-235-2,,,Redei1970,clear,Komi
107-236-1,107-236-1,,,Itkonen1958b,clear,Russian
107-236-2,107-236-2,,,Itkonen1958b,clear,Russian
108-236-1,108-236-1,,,Rieler2009,clear,Russian
301-236-2,301-236-2,,,SSA,possible,Indo-European
204-236-1,204-236-1,,,MH,clear,Russian
601-238-2,601-238-2,,,WOT,possible,West Old Turkic
601-238-3,601-238-3,,,WOT,possible,West Old Turkic
209-238-2,209-238-2,,,VKJMS,probable,Izhorian
203-24-1,203-24-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
204-24-1,204-24-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
207-24-1,207-24-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
208-24-1,208-24-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
209-24-1,209-24-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
210-24-1,210-24-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
211-24-1,211-24-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
212-24-1,212-24-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
203-240-1,203-240-1,,,Koivulehto2001;SSA,possible,Proto-Indo-European
204-240-1,204-240-1,,,Koivulehto2001;SSA,possible,Proto-Indo-European
207-240-1,207-240-1,,,Koivulehto2001;SSA,possible,Proto-Indo-European
208-240-1,208-240-1,,,Koivulehto2001;SSA,possible,Proto-Indo-European
209-240-1,209-240-1,,,Koivulehto2001;SSA,possible,Proto-Indo-European
210-240-1,210-240-1,,,Koivulehto2001;SSA,possible,Proto-Indo-European
211-240-1,211-240-1,,,Koivulehto2001;SSA,possible,Proto-Indo-European
101-240-1,101-240-1,,,Sammallahti1998,clear,North Germanic
102-240-1,102-240-1,,,Sammallahti1998,clear,North Germanic
104-240-1,104-240-1,,,Sammallahti1998,clear,North Germanic
105-240-1,105-240-1,,,Sammallahti1998,clear,North Germanic
106-240-1,106-240-1,,,Sammallahti1998,clear,North Germanic
107-240-1,107-240-1,,,Sammallahti1998,clear,North Germanic
108-240-1,108-240-1,,,Rieler2009,clear,North Germanic
301-240-1,301-240-1,,,Joki1973,possible,Iranian
401-240-1,401-240-1,,,TscherWb,clear,Chuvash
504-240-1,504-240-1,,,Tarakanov1993,clear,Tatar
501-240-1,501-240-1,,,Holopainen2019;Koivulehto1999,probable,Indo-Iranian_or_Indo-European
503-240-1,503-240-1,,,Holopainen2019;Koivulehto1999,probable,Indo-Iranian_or_Indo-European
504-240-2,504-240-2,,,Holopainen2019;Koivulehto1999,probable,Indo-Iranian_or_Indo-European
102-242-1,102-242-1,,,SSA,clear,Finnic
104-242-1,104-242-1,,,SSA,clear,Finnic
105-242-1,105-242-1,,,Sammallahti1998;SSA,clear,Finnic
106-242-1,106-242-1,,,SSA,clear,Finnic
107-242-1,107-242-1,,,SSA,clear,Finnic
212-242-1,212-242-1,,,SSA,clear,Germanic
212-242-2,212-242-2,,,Suhonen1973,clear,Latvian
503-242-2,503-242-2,,,,clear,Chuvash
504-242-2,504-242-2,,,KESK;Tarakanov1993,clear,Volga Bulgar Turkic
401-242-1,401-242-1,,,Isanbaev1994,clear,Tatar
208-242-2,208-242-2,,,InkmSk,clear,Russian
209-242-2,209-242-2,,,VKJMS,clear,Russian
108-242-1,108-242-1,,,Rieler2009,clear,Karelian
101-243-1,101-243-1,,,Lehtiranta1989;SSA,clear,Finnic
102-243-1,102-243-1,,,Lehtiranta1989;SSA,clear,Finnic
104-243-1,104-243-1,,,Lehtiranta1989;SSA,clear,Finnic
104-243-2,104-243-2,,,Lehtiranta1989;SSA,clear,Finnic
105-243-1,105-243-1,,,Sammallahti1998;Lehtiranta1989;SSA,clear,Finnic
106-243-1,106-243-1,,,Lehtiranta1989;SSA,clear,Finnic
107-243-1,107-243-1,,,SSA,clear,Finnic
101-244-1,101-244-1,,,Lagercrantz1939,clear,North Germanic
102-244-1,102-244-1,,,Lagercrantz1939,clear,North Germanic
104-244-1,104-244-1,,,Lagercrantz1939,clear,North Germanic
212-244-1,212-244-1,,,Suhonen1973,clear,Latvian
105-244-1,105-244-1,,,Koivulehto1976,clear,Germanic
106-244-1,106-244-1,,,Koivulehto1976,clear,Germanic
107-244-1,107-244-1,,,Lehtiranta1989,clear,Germanic
601-244-1,601-244-1,,,WOT,clear,West Old Turkic
601-244-2,601-244-2,,,WOT,clear,West Old Turkic
107-244-2,107-244-2,,,MH,clear,Finnic
203-244-1,203-244-1,,,,clear,Germanic
204-244-1,204-244-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
210-244-1,210-244-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
210-244-2,210-244-2,,,LAGLOS;SSA;EES;NES,clear,Germanic
211-244-1,211-244-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
212-244-2,212-244-2,,,LAGLOS;SSA;EES;NES,clear,Germanic
203-245-1,203-245-1,,,SSA;NES,clear,Swedish
210-245-1,210-245-1,,,EES,clear,German
211-245-1,211-245-1,,,EES,clear,German
107-245-1,107-245-1,,,Itkonen1958b,clear,Russian
401-245-1,401-245-1,,,Isanbaev1994;TscherWb,clear,Tatar
504-245-1,504-245-1,,,Tarakanov1993;Csucs1990,clear,Tatar
108-245-1,108-245-1,,,Rieler2009,clear,Russian
204-245-1,204-245-1,,,MH,clear,Russian
209-245-1,209-245-1,,,VKJMS,clear,Russian
401-245-2,401-245-2,,,Savatkova1969,clear,Russian
501-245-1,501-245-1,,,Kalima1911,clear,Russian
503-245-1,503-245-1,,,Kalima1911,clear,Russian
203-246-1,203-246-1,,,SSA;NES;EES,possible,Germanic
207-246-1,207-246-1,,,SSA;NES;EES,possible,Germanic
210-246-1,210-246-1,,,SSA;NES;EES,possible,Germanic
211-246-1,211-246-1,,,SSA;NES;EES,possible,Germanic
212-246-1,212-246-1,,,SSA;NES;EES,possible,Germanic
401-246-1,401-246-1,,,TscherWb,clear,Chuvash
807-246-1,807-246-1,,,Futaky1975,possible,Tungusic
503-246-2,503-246-2,,,SSA;NES;EES,clear,Russian
601-247-1,601-247-1,,,Kniezsa1974;TESz;Zaicz2006,clear,Slavic
209-247-1,209-247-1,,,SSA,probable,Izhorian
105-248-1,105-248-1,,,Sammallahti1998,clear,Finnic
108-248-1,108-248-1,,,Rieler2009,clear,Finnic
107-248-1,107-248-1,,,Itkonen1958b,clear,Russian
601-248-1,601-248-1,,,WOT,possible,West Old Turkic
105-249-1,105-249-1,,,SSA,clear,North Germanic
203-249-1,203-249-1,,,SSA,probable,Swedish
503-249-1,503-249-1,,,Koivulehto2001,possible,Proto-Indo-European
601-249-1,601-249-1,,,Koivulehto2001,probable,Proto-Indo-European
212-249-2,212-249-2,,,Suhonen1973,clear,Latvian
102-249-1,102-249-1,,,SSA,clear,North Germanic
104-249-2,104-249-2,,,SSA,clear,North Germanic
107-249-2,107-249-2,,,SSA,clear,North Germanic
401-249-1,401-249-1,,,TscherWb,clear,Tatar
701-249-1,701-249-1,,,Redei1970,clear,Komi
209-249-2,209-249-2,,,VKJMS,clear,Russian
209-249-3,209-249-3,,,SSA,clear,Estonian
102-25-1,102-25-1,,,Koivulehto1991,probable,Proto-Indo-European
104-25-1,104-25-1,,,Koivulehto1991,probable,Proto-Indo-European
105-25-1,105-25-1,,,Koivulehto1991,probable,Proto-Indo-European
203-25-1,203-25-1,,,Koivulehto1991,probable,Proto-Indo-European
204-25-1,204-25-1,,,Koivulehto1991,probable,Proto-Indo-European
207-25-1,207-25-1,,,Koivulehto1991,probable,Proto-Indo-European
208-25-1,208-25-1,,,Koivulehto1991,probable,Proto-Indo-European
209-25-1,209-25-1,,,Koivulehto1991,probable,Proto-Indo-European
210-25-1,210-25-1,,,Koivulehto1991,probable,Proto-Indo-European
211-25-1,211-25-1,,,Koivulehto1991,probable,Proto-Indo-European
212-25-1,212-25-1,,,Koivulehto1991,probable,Proto-Indo-European
301-25-1,301-25-1,,,Koivulehto1991,probable,Proto-Indo-European
601-25-1,601-25-1,,,Koivulehto1991;SSA;NES;UEW,probable,Proto-Indo-European
501-25-2,501-25-2,,,KESK;Joki1973;Redei1986;Csucs2005,possible,Iranian
503-25-1,503-25-1,,,KESK;Joki1973;Redei1986;Csucs2005,possible,Iranian
504-25-1,504-25-1,,,KESK;Joki1973;Redei1986;Csucs2005,possible,Iranian
701-25-1,701-25-1,,,Holopainen2019,possible,Iranian
807-25-1,807-25-1,,,Holopainen2019,possible,Iranian
108-25-1,108-25-1,,,Rieler2009,probable,Finnic
208-25-2,208-25-2,,,SSA,clear,Russian
208-250-1,208-250-1,,,Koivulehto1991,possible,Proto-Indo-European
208-250-2,208-250-2,,,Koivulehto1991,possible,Proto-Indo-European
209-250-1,209-250-1,,,Koivulehto1991,possible,Proto-Indo-European
210-250-1,210-250-1,,,Koivulehto1991,possible,Proto-Indo-European
211-250-1,211-250-1,,,Koivulehto1991,possible,Proto-Indo-European
212-250-1,212-250-1,,,Koivulehto1991,possible,Proto-Indo-European
105-250-1,105-250-1,,,Sammallahti1998;SSA,clear,Finnic
106-250-1,106-250-1,,,Korhonen1981;SSA,clear,Finnic
807-250-1,807-250-1,,,Koivulehto1991;DEWOS,possible,Proto-Indo-European
401-250-1,401-250-1,,,TscherWb,possible,Chuvash
301-250-2,301-250-2,,,MordWb,clear,Russian
501-250-1,501-250-1,,,KESK,possible,Germanic
101-250-2,101-250-2,,,Qvigstad1893,clear,North Germanic
101-251-1,101-251-1,,,Lagercrantz1939,clear,North Germanic
102-251-1,102-251-1,,,Lagercrantz1939,clear,North Germanic
104-251-1,104-251-1,,,Lagercrantz1939,clear,North Germanic
601-251-1,601-251-1,,,Kniezsa1974;Zaicz2006,clear,Slavic
401-251-1,401-251-1,,,TscherWb,clear,Chuvash
203-252-2,203-252-2,,,Junttila2015;SSA,clear,Baltic
204-252-2,204-252-2,,,SSA,possible,Finnish
212-252-2,212-252-2,,,Junttila2015;SSA,clear,Baltic
105-252-1,105-252-1,,,Lehtiranta1989,clear,North Germanic
106-252-1,106-252-1,,,Lehtiranta1989,clear,North Germanic
209-252-2,209-252-2,,,EES,clear,Estonian
210-252-2,210-252-2,,,EES,clear,Germanic
211-252-1,211-252-1,,,EES,clear,Germanic
101-252-1,101-252-1,,,Lehtiranta1989,clear,North Germanic
102-252-1,102-252-1,,,Lehtiranta1989,clear,North Germanic
105-252-2,105-252-2,,,Sammallahti1998,clear,North Germanic
106-252-2,106-252-2,,,Lehtiranta1989,clear,North Germanic
107-252-1,107-252-1,,,MH,clear,Russian
108-252-1,108-252-1,,,Rieler2009,clear,Russian
601-252-1,601-252-1,,,Kniezsa1974;Zaicz2006;TESz,clear,Slavic
401-252-2,401-252-2,,,TscherWb,possible,Chuvash
504-252-1,504-252-1,,,WotjWsch,clear,Tatar
203-253-1,203-253-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
204-253-1,204-253-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
207-253-1,207-253-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
208-253-1,208-253-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
209-253-1,209-253-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
210-253-1,210-253-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
211-253-1,211-253-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
212-253-1,212-253-1,,,LAGLOS;SSA;EES;NES,probable,Germanic
207-253-2,207-253-2,,,MH,clear,Russian
105-253-2,105-253-2,,,Koivulehto1976,clear,North Germanic
301-253-2,301-253-2,,,Butylov2007,clear,Tatar
501-253-1,501-253-1,,,Holopainen2019;Koivulehto1999;Katz1983,possible,Indo-Iranian_or_Indo-European
504-253-1,504-253-1,,,Holopainen2019;Koivulehto1999;Katz1983,possible,Indo-Iranian_or_Indo-European
401-253-1,401-253-1,,,Bereczki2013,clear,Chuvash
401-253-2,401-253-2,,,Holopainen2019,possible,Indo-Iranian_or_Iranian
501-253-2,501-253-2,,,Kalima1911,clear,Russian
503-253-1,503-253-1,,,Kalima1911,clear,Russian
106-254-1,106-254-1,,,SSA,clear,Finnic
105-254-1,105-254-1,,,Aikio2006;SSA,probable,Finnic
106-254-2,106-254-2,,,SSA,possible,Finnic
101-254-1,101-254-1,,,SSA,clear,Finnic
105-254-2,105-254-2,,,Sammallahti1998;SSA,clear,Finnic
101-254-2,101-254-2,,,Lagercrantz1939,clear,North Germanic
102-254-1,102-254-1,,,Lagercrantz1939,clear,North Germanic
104-254-1,104-254-1,,,Lagercrantz1939,clear,North Germanic
102-254-2,102-254-2,,,Qvigstad1893,clear,North Germanic
107-254-1,107-254-1,,,Itkonen1958b,possible,Russian
301-254-1,301-254-1,,,Butylov2007;Paasonen1897,possible,Tatar
501-254-1,501-254-1,,,Kalima1911,clear,Russian
504-254-1,504-254-1,,,WotjWsch,clear,Russian
907-254-1,907-254-1,,,SolkWb,clear,Russian
104-254-2,104-254-2,,,SSA,clear,Finnic
212-255-1,212-255-1,,,Suhonen1973,clear,Latvian
105-255-2,105-255-2,,,Aikio2007,clear,Finnic
105-256-2,105-256-2,,,Aikio2007,clear,Finnic
108-256-1,108-256-1,,,SSA,clear,Finnic
203-257-1,203-257-1,,,Holopainen2019;Katz2003,clear,Indo-Iranian
204-257-1,204-257-1,,,Holopainen2019;Katz2003,clear,Indo-Iranian
207-257-1,207-257-1,,,Holopainen2019;Katz2003,clear,Indo-Iranian
208-257-1,208-257-1,,,Holopainen2019;Katz2003,clear,Indo-Iranian
209-257-1,209-257-1,,,Holopainen2019;Katz2003,clear,Indo-Iranian
210-257-1,210-257-1,,,Holopainen2019;Katz2003,clear,Indo-Iranian
211-257-1,211-257-1,,,Holopainen2019;Katz2003,clear,Indo-Iranian
