ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,item_UPA,item_IPA,form_set,etym_notes,glossing_notes
105-264-1,,105,264,oahpahit,oahpahit,,,SSSg,264-m,,,,,,1,,
107-264-2,,107,264,vuäʹpsted ~ vuäʹppsted,vuäʹpsted ~ vuäʹppsted,,,SKosSk,264-m,,,,,,1,,
901-264-1,,901,264,hi̮lčibti̮si̮,hi̮lčibti̮si̮,,,SlNgaRus,264-o,,,,hi̮lčibti̮si̮,hɯlʧibtɯsɯ,13,,
807-265-1,,807,265,[Form not found],,,,DEWbOstj,265-?,,,,,,?,[Form not found],
107-265-1,,107,265,päʹštted,päʹštted,,,SKosSk,265-a,,,,,,1,,"'Bake, fry, roast'?"
203-265-1,,203,265,paistaa,paistaa,,,JL,265-a,,,,,pɑist̪ɑː,1,,
208-265-1,,208,265,paistā,paistā,,,InkmSk,265-a,,,,paistā,pɑistɑː,1,,
204-265-1,,204,265,šoarie,šoarie,,,KKSV,265-b,,,,,,2,,
701-265-1,,701,265,sāriti,sāriti,,,WogWb,265-b,,,,sāriti,sɑːriti,2,,"'Fry, bake'"
210-265-1,,210,265,praadida,praadida,,,SVSk,265-c,,,,,prɑːtitɑ,3,,
211-265-1,,211,265,praat'ma,praat'ma,,,VESr,265-c,,,,,,3,,
212-265-1,,212,265,ūdə,ūdə,,,LivWb,265-d,,,,,,4,,
101-265-1,,101,265,bijredh,bijredh,,,NSsNdb,265-e,,,,,,5,,
105-265-1,,105,265,biđđit,biđđit,,,SSSg,265-e,,,,,,5,,
105-265-2,,105,265,steiket,steiket,,,SSSg,265-f,,,,,,6,,
101-265-2,,101,265,bissedh,bissedh,,,NSsNdb,265-g,,,,,,7,,
102-265-1,,102,265,bisseet,bisseet,,,WbWlap,265-g,,,,,,7,,
104-265-1,,104,265,basset,basset,,,EZ,265-g,,,,,,7,,
106-265-1,,106,265,passeeđ,passeeđ,,,InsSSk,265-g,,,,,,7,,
504-265-1,,504,265,pi̮ži̮ni̮,pi̮ži̮ni̮,,,WotjWsch,265-g,,,,pi̮ži̮ni̮,pɯʒɯnɯ,7,,"'Bake, fry'"
301-265-1,,301,265,ŕestams,ŕestams,,,MordWb,265-h,,,,ŕestams,rʲestɑms ,8,,
401-265-1,,401,265,küeštam,küeštam,,,SMSk;TscherWb,265-i,,,,küeštam,kyeʃtɑm ,9,,
601-265-1,,601,265,süt,süt,,,FMSz,265-j,,,,,ʃyt,10,,
209-265-1,,209,265,tšühzettemä,tšühzettemä,,,VKJMS,265-k,,,,čühzettemä,ʧyhzetːemæ,11,,
902-265-1,,902,265,yabcə°,yabcə°,,,JurSWb,265-l,,,,,,12,,"'Bake, ?fry'"
907-265-1,,907,265,pirə-,pirə-,,,SolkWb,265-m,,,,pirə-,pirə-,13,,
108-265-1,,108,265,kuerr’te,kuerr’te,,,WOLD,265-n,,,,,kuerːʲte,14,,
207-265-1,,207,265,žarda,žarda,,,VVS,265-o,,,,,,2,,
209-265-2,,209,265,žāritte̮ma,žāritte̮ma,,,VKJMS,265-p,,,,žāritte̮ma,ʒɑːritːɤmɑ,2,,
501-265-1,,501,265,pražitni̮,pražitni̮,,,SyrjWsch,265-q,,,,pražitni̮,prɑʒitnɯ ,3,,
503-265-1,,503,265,žaritni̮,žaritni̮,,,KoPRSl,265-r,,,,žaritni̮,ʒɑritnɯ ,2,,
901-265-1,,901,265,śaiði̮si̮,śaiði̮si̮,,,SlNgaRus,265-s,,,,śaiδi̮si̮,ɕɑiðɯsɯ ,15,,'Burn; fry'
901-266-1,,901,266,[Form not found],,,,SlNgaRus,266-?,,,,,,?,[Form not found],
902-266-1,,902,266,[Form not found],,,,JurSWb,266-?,,,,,,?,[Form not found],
203-266-1,,203,266,kana,kana,,,JL;MH,266-a,,,,,kɑnɑ ,1,,
204-266-1,,204,266,kana,kana,,,KKSV;MH,266-a,,,,,,1,,
207-266-1,,207,266,kana,kana,,,VVS;MH,266-a,,,,,,1,,
208-266-1,,208,266,kana,kana,,,InkmSk;MH,266-a,,,,kana,kɑnɑ ,1,,
209-266-1,,209,266,kana,kana,,,VKJMS;MH,266-a,,,,kana,kɑnɑ ,1,,
210-266-1,,210,266,kana,kana,,,SVSk;MH,266-a,,,,,kɑnɑ ,1,,
211-266-1,,211,266,kana,kana,,,VESr;MH,266-a,,,,,,1,,
212-266-1,,212,266,kikk,kikk,,,LivWb,266-b,,,,,,2,,
101-266-1,,101,266,vöönhtse,vöönhtse,,,NSsNdb,266-c,,,,,,3,,
102-266-1,,102,266,vüenntsès,vüenntsès,,,WbWlap,266-c,,,,,,3,,
104-266-1,,104,266,vuanntsa,vuanntsa,,,EZ,266-c,,,,,,3,,
105-266-1,,105,266,vuonccis,vuonccis,,,SSSg,266-c,,,,,,3,,
301-266-1,,301,266,saraz,saraz,,,MordWb,266-d,,,,saraz,sɑrɑz,4,,
401-266-1,,401,266,čə̑βe,čə̑βe,,,SMSk;TscherWb,266-e,,,,čə̑βe,ʧə̠βe ,5,,
501-266-1,,501,266,ćipan,ćipan,,,SyrjWsch,266-f,,,,ćipan,ʨipɑn,6,,
501-266-2,,501,266,kure̮g,kure̮g,,,SyrjWsch,266-g,,,,kure̮g,kurɤg,7,,
503-266-1,,503,266,kure̮g,kure̮g,,,KoPRSl,266-g,,,,kure̮g,kurɤg,7,,
504-266-1,,504,266,kureg,kureg,,,WotjWsch,266-g,,,,kureg,kureg,7,,
601-266-1,,601,266,tyúk,tyúk,,,FMSz,266-h,,,,,cuːk,8,,
907-266-1,,907,266,kūrəśka,kūrəśka,,,SolkWb,266-i,,,,kūrəśka,kuːrəɕkɑ ,7,,"'Hen' or 'cock, rooster'; NB. chickens have been very rare among the Selkup"
701-266-1,,701,266,kurka,kurka,,,WogWb,266-j,,,,kurka,kurkɑ,7,,
807-266-1,,807,266,tʹutʹ-kö̆rǝk,tʹutʹ-kö̆rǝk,,,DEWbOstj,266-k,,,,tʹutʹ-kö̆rək,tʲutʲ-kø̆rək,7,,
106-266-1,,106,266,kääni,kääni,,,InsSSk;MH,266-l,,,,,,1,,
107-266-1,,107,266,kääʹnn,kääʹnn,,,SKosSk;MH,266-l,,,,,,1,,
108-266-1,,108,266,kānn’,kānn’,,,WOLD;MH,266-l,,,,,kaːnːʲ,1,Rießler2009 does not note evidence for borrowing.,
101-267-1,,101,267,[Form not found],,,,NSsNdb,267-?,,,,,,?,[Form not found],
102-267-1,,102,267,[Form not found],,,,WbWlap,267-?,,,,,,?,[Form not found],
104-267-1,,104,267,[Form not found],,,,EZ,267-?,,,,,,?,[Form not found],
106-267-1,,106,267,[Form not found],,,,InsSSk,267-?,,,,,,?,[Form not found],
701-267-1,,701,267,[Form not found],,,,WogWb,267-?,,,,,,?,[Form not found],
807-267-1,,807,267,[Form not found],,,,DEWbOstj,267-?,,,,,,?,[Form not found],
901-267-1,,901,267,[Form not found],,,,SlNgaRus,267-?,,,,,,?,[Form not found],
902-267-1,,902,267,[Form not found],,,,JurSWb,267-?,,,,,,?,[Form not found],
907-267-1,,907,267,[Form not found],,,,SolkWb,267-?,,,,,,?,[Form not found],
203-267-1,,203,267,simpukka,simpukka,,,JL,267-a,,,,,simpukːɑ,1,"Cf. Rus “žemčug” 'true pearl', ""žemčužnica"" 'pearl oyster'; Rus form loan from Turkic (same source as Hun “gyöngy”), orig. from Chinese",
204-267-1,,204,267,simtšukka ~ semtšuka,simtšukka ~ semtšuka,,,KKSV,267-a,,,,,,1,"Cf. Rus “žemčug” 'true pearl', ""žemčužnica"" 'pearl oyster'; Rus form loan from Turkic (same source as Hun “gyöngy”), orig. from Chinese",
203-267-2,,203,267,näkinkenkä,näkinkenkä,,,JL,267-b,,,,,nækiŋke̞ŋkæ,2,,
204-267-2,,204,267,roakku ~ roakka,roakku ~ roakka,,,KKSV,267-c,,,,,,3,,"'Crayfish, shell'"
401-267-1,,401,267,rakə̑βoδ,rakə̑βoδ,,,SMSk;TscherWb,267-c,,,,rakə̑βoδ,rɑkə̠βoð ,3,,
207-267-1,,207,267,kovakoŕ,kovakoŕ,,,VVS,267-d,,,,,,4,,"Comp.; ""kova"" 'hard', ""koŕ"" 'shell, case, peel, bark'"
208-267-1,,208,267,konnaŋkarppi,konnaŋkarppi,,,InkmSk,267-e,,,,konnaŋkarppi,konːɑŋkɑrpːi ,5,,
209-267-1,,209,267,"konno-karppi, konnò",konno-karppi,,,VKJMS,267-e,,,,"konno-karppi, konnò","konːo-kɑrpːi, konːo",5,,
209-267-2,,209,267,"konno-karppi, konnò",konnò,,,VKJMS,267-e,,,,"konno-karppi, konnò","konːo-kɑrpːi, konːo",5,,
210-267-1,,210,267,teokarp,teokarp,,,SVSk,267-e,,,,,teokɑrp,5,,
211-267-1,,211,267,tiokarp',tiokarp',,,VESr,267-e,,,,,,5,,
212-267-1,,212,267,kɔ̄v ~ kɔ̄vəz,kɔ̄v ~ kɔ̄vəz,,,LivWb,267-f,,,,,,6,,"'Snail, slug, shell'"
105-267-1,,105,267,skálžu,skálžu,,,SSSg,267-g,,,,,,7,,
107-267-1,,107,267,skäʹlǯǯ,skäʹlǯǯ,,,SKosSk,267-g,,,,,,7,,
108-267-1,,108,267,kāllh’č,kāllh’č,,,WOLD,267-g,,,,,kaːl̥ːʲtʃ,7,Rießler2009 does not note evidence for borrowing.,
301-267-1,,301,267,kumbŕa,kumbŕa,,,MordWb,267-h,,,,kumbŕa,kumbrʲɑ,8,,
504-267-1,,504,267,kwalʹem,kwalʹem,,,WotjWsch,267-i,,,,kwalʹem,kwɑʎem,9,,
601-267-1,,601,267,kagylóhéj,kagylóhéj,,,FMSz,267-j,,,,,kɒɟloːɦeːj,10,,
208-267-2,,208,267,konnaŋkarppi,konnaŋkarppi,,,InkmSk,267-k,,,,konnaŋkarppi,konːɑŋkɑrpːi ,11,,
209-267-3,,209,267,"konno-karppi, konnò",konno-karppi,,,VKJMS,267-k,,,,"konno-karppi, konnò","konːo-kɑrpːi, konːo",11,,
209-267-4,,209,267,"konno-karppi, konnò",konnò,,,VKJMS,267-k,,,,"konno-karppi, konnò","konːo-kɑrpːi, konːo",11,,
210-267-2,,210,267,teokarp,teokarp,,,SVSk,267-l,,,,,teokɑrp,12,,
211-267-2,,211,267,tiokarp',tiokarp',,,VESr,267-l,,,,,,12,,
501-267-1,,501,267,"rak, rak-pań",rak,,,SyrjWsch,267-m,,,,"rak, rak-pań","rɑk, rɑk-pɑɲ ",3,,"Latter comp. with ""pań"" 'spoon'"
501-267-2,,501,267,"rak, rak-pań",rak-pań,,,SyrjWsch,267-m,,,,"rak, rak-pań","rɑk, rɑk-pɑɲ ",3,,"Latter comp. with ""pań"" 'spoon'"
503-267-1,,503,267,rakovina,rakovina,,,KoPRSl,267-n,,,,rakovina,rɑkovinɑ ,3,,
104-268-1,,104,268,[No equivalent],,,"Phrasally expressed: ""nuorab vällja"" 'younger brother'",EZ,268-0,,,,,,0,[No equivalent],
108-268-1,,108,268,[No equivalent],,,"Phrasally expressed: ""nūra vīll’j"" 'younger brother'",WOLD,268-0,,,,,,0,[No equivalent],
503-268-1,,503,268,[No equivalent],,,"Phrasally expressed: ""uće̮tži̮k von"" 'younger brother'",KoPRSl,268-0,,,,,,0,[No equivalent],
901-268-1,,901,268,[No equivalent],,,,SlNgaRus,268-0,,,,,,0,[No equivalent],"Cf. ""ŋadʹa"" 'younger brother, younger sister, younger brother'"
102-268-1,,102,268,[Form not found],,,"Cf. ""veälˈja"" 'brother'",WbWlap,268-?,,,,,,?,[Form not found],
106-268-1,,106,268,[Form not found],,,"Cf. ""vilja"" 'brother'",InsSSk,268-?,,,,,,?,[Form not found],
107-268-1,,107,268,[Form not found],,,"Cf. ""villj ~ viʹllj"" 'brother'",SKosSk,268-?,,,,,,?,[Form not found],
204-268-1,,204,268,[Form not found],,,,KKSV,268-?,,,,,,?,[Form not found],"""Velji"" 'brother'"
207-268-1,,207,268,[Form not found],,,,VVS,268-?,,,,,,?,[Form not found],"Cf. ""velʹlʹi"" 'brother'"
208-268-1,,208,268,[Form not found],,,,InkmSk,268-?,,,,,,?,[Form not found],
209-268-1,,209,268,[Form not found],,,,VKJMS,268-?,,,,,,?,[Form not found],
501-268-1,,501,268,[Form not found],,,"Cf. ""vok"" 'brother'",SyrjWsch,268-?,,,,,,?,[Form not found],
701-268-1,,701,268,[Form not found],,,,WogWb,268-?,,,,,,?,[Form not found],
203-268-1,,203,268,pikkuveli,pikkuveli,,,JL,268-a,,,,,pikːuʋe̞li,1,,
210-268-1,,210,268,väikevend,väikevend,,,SVSk,268-b,,,,,væikːevent,2,,
211-268-1,,211,268,väikuveli,väikuveli,,"Phrasally expressed: ""vähämb veli"" 'younger brother'",VESr,268-b,,,,,,2,,
212-268-1,,212,268,veʾlʹkki,veʾlʹkki,,"Deriv. from ""veʾlʹ"" 'brother'",LivWb,268-c,,,,,,3,,
101-268-1,,101,268,onnevïelle,onnevïelle,,,NSsNdb,268-d,,,,,,4,,
105-268-1,,105,268,"unnavielja, uhcavielja",unnavielja,,,SSSg,268-d,,,,,,4,,Both lit. 'little-brother'
105-268-2,,105,268,"unnavielja, uhcavielja",uhcavielja,,,SSSg,268-d,,,,,,4,,Both lit. 'little-brother'
301-268-1,,301,268,jalaks,jalaks,,"Cf. ""lʹelʹa"" 'older brother'",MordWb,268-e,,,,jalaks,jɑlɑks,5,,
401-268-1,,401,268,šolʹo,šolʹo,,,SMSk;TscherWb,268-f,,,,šolʹo,ʃoʎo ,6,,
601-268-1,,601,268,öcs,öcs,,,FMSz,268-g,,,,,øtʃː,7,,
504-268-1,,504,268,vi̮n,vi̮n,,,WotjWsch,268-h,,,,vi̮n,vɯn ,8,,
902-268-1,,902,268,pyebya,pyebya,,"Cf. “papa” 'younger sister, younger brother'",JurSWb,268-j,,,,,,10,,
907-268-1,,907,268,mī̮ta,mī̮ta,,,SolkWb,268-k,,,,mī̮ta,mɯːtɑ ,11,,
807-268-1,,807,268,kaki̮,kaki̮,,,DEWbOstj,268-m,,,,kaki̮,kɑkɯ ,13,,
203-269-1,,203,269,tulla,tulla,,,JL,269-a,,,,,t̪ulːɑ,1,,"'Come, become'"
204-269-1,,204,269,tulla,tulla,,,KKSV,269-a,,,,,,1,,"'Come, become'"
209-269-1,,209,269,tuлe̮ma,tuлe̮ma,,,VKJMS,269-a,,,,tule̮ma,tulɤmɑ,1,,
210-269-1,,210,269,tulla,tulla,,,SVSk,269-a,,,,,tulːɑ,1,,"'Come, become'"
207-269-1,,207,269,t́ehtas,t́ehtas,,,VVS,269-b,,,,,,2,From PFU *teki- 'do',
301-269-1,,301,269,tʹejevems,tʹejevems,,,MordWb,269-b,,,,tʹejevems,tʲejevems ,2,,
208-269-1,,208,269,sāv̆va,sāv̆va,,,InkmSk,269-c,,,,sāv̆va,sɑːvˑɑ,3,,
210-269-2,,210,269,saada,saada,,,SVSk,269-c,,,,,sɑːtɑ,3,,"'Get, become'"
211-269-1,,211,269,saama,saama,,,VESr,269-c,,,,,,3,,
212-269-1,,212,269,sɔ̄də,sɔ̄də,,,LivWb,269-c,,,,,,3,,
401-269-1,,401,269,šuam,šuam,,,SMSk;TscherWb,269-c,,,,šuam,ʃuɑm ,3,,
212-269-2,,212,269,līdə,līdə,,,LivWb,269-d,,,,,,4,"From PFU *le- 'be, become'",
401-269-2,,401,269,lijam,lijam,,,SMSk;TscherWb,269-d,,,,lijam,lijɑm,4,"From PFU *le- 'be, become'","'Be, can, become'"
501-269-1,,501,269,loni̮,loni̮,,,SyrjWsch,269-d,,,,loni̮,lonɯ ,4,"From PFU *le- 'be, become'",
503-269-1,,503,269,loni̮,loni̮,,,KoPRSl,269-d,,,,loni̮,lonɯ ,4,"From PFU *le- 'be, become'",
504-269-1,,504,269,lui̮ni̮,lui̮ni̮,,,WotjWsch,269-d,,,,lui̮ni̮,luɯnɯ,4,"From PFU *le- 'be, become'","'Become, be, be possible'"
601-269-1,,601,269,lesz,lesz,,,FMSz,269-d,,,,,lɛsː,4,"From PFU *le- 'be, become'","Become, be (fut.)'; argument marked with “-vé/vá”"
101-269-1,,101,269,sjïdtedh,sjïdtedh,,,NSsNdb,269-e,,,,,,5,Cf. Fin “süntü-” 'be born',
102-269-1,,102,269,sjadˈdat,sjadˈdat,,,WbWlap,269-e,,,,,,5,Cf. Fin “süntü-” 'be born',"'Grow, become'"
104-269-1,,104,269,sjaddat,sjaddat,,,EZ,269-e,,,,,,5,Cf. Fin “süntü-” 'be born',"'Grow, become'"
105-269-1,,105,269,šaddat,šaddat,,,SSSg,269-e,,,,,,5,Cf. Fin “süntü-” 'be born',
106-269-1,,106,269,šoddađ,šoddađ,,,InsSSk,269-e,,,,,,5,Cf. Fin “süntü-” 'be born',
107-269-1,,107,269,šõddâd,šõddâd,,,SKosSk,269-e,,,,,,5,Cf. Fin “süntü-” 'be born',
108-269-1,,108,269,šēnnte,šēnnte,,,WOLD,269-e,,,,,ʃeːnːte,5,Cf. Fin “süntü-” 'be born',
105-269-2,,105,269,boahtit,boahtit,,,SSSg,269-f,,,,,,6,Cf. Fin “süntü-” 'be born',
301-269-2,,301,269,arams,arams,,,MordWb,269-g,,,,arams,ɑrɑms,7,,
504-269-2,,504,269,poti̮ni̮,poti̮ni̮,,,WotjWsch,269-h,,,,poti̮ni̮,potɯnɯ,8,,"'Come out of, consist of, grow, become'"
701-269-1,,701,269,wārχati,wārχati,,"Deriv. from ""wāri"" 'do, make, cause'",WogWb,269-i,,,,wārχati,wɑːrχɑti ,9,,
701-269-2,,701,269,taχi,taχi,,,WogWb,269-j,,,,taχi,tɑχi ,10,,
902-269-1,,902,269,xæsy°,xæsy°,,,JurSWb,269-k,,,,,,11,,"'Leave, depart, become'"
907-269-1,,907,269,esu-,esu-,,,SolkWb,269-l,,,,esu-,esu- ,12,,
807-269-1,,807,269,jǝ-,jǝ-,,,DEWbOstj,269-m,,,,jə-,jə- ,13,,"'Become, begin'; deriv. from ""jö̆-"" 'come'"
601-269-2,,601,269,válik,válik,,,FMSz,269-n,,,,,vaːlik,14,,"'Become, change'; argument marked with “-vé/vá”"
901-269-1,,901,269,"koni̮dʹi, iśa koni̮dʹi",koni̮dʹi,,,SlNgaRus,269-o,,,,"koni̮dʹi, iśa_koni̮dʹi","konɯdʲi, iɕɑ konɯdʲi",15,,
901-269-2,,901,269,"koni̮dʹi, iśa koni̮dʹi",iśa koni̮dʹi,,,SlNgaRus,269-o,,,,"koni̮dʹi, iśa_koni̮dʹi","konɯdʲi, iɕɑ konɯdʲi",15,,
0-27-1,,0,27,*kiwi,*kiwi,,PFU *kiwi,UEW;Sam88,27-a,,,,,,1,,
203-27-1,,203,27,kivi,kivi,,,JL,27-a,,,,,kiʋi,1,,
204-27-1,,204,27,kivi,kivi,,,KKSV,27-a,,,,,,1,,
207-27-1,,207,27,kivi,kivi,,,VVS,27-a,,,,,,1,,
208-27-1,,208,27,kivi,kivi,,,InkmSk,27-a,,,,kivi,kivi ,1,,
209-27-1,,209,27,tšivi,tšivi,,,VKJMS,27-a,,,,čivi,ʧivi ,1,,
210-27-1,,210,27,kivi,kivi,,,SVSk,27-a,,,,,kivi,1,,
211-27-1,,211,27,kivi,kivi,,,VESr,27-a,,,,,,1,,
212-27-1,,212,27,kiʾuv ~ kiʾv etc.,kiʾuv ~ kiʾv etc.,,,LivWb,27-a,,,,,,1,,
301-27-1,,301,27,kʹev ~ kʹäv,kʹev ~ kʹäv,,,MordWb,27-a,,,,"ḱev, ḱäv","cev, cæv ",1,,
401-27-1,,401,27,kü,kü,,,SMSk;TscherWb,27-a,,,,kü,ky,1,,
601-27-1,,601,27,kő,kő,,,FMSz,27-a,,,,,køː,1,,
807-27-1,,807,27,köχ,köχ,,,DEWbOstj,27-a,,,,köχ,køχ ,1,,
101-27-1,,101,27,gierkie,gierkie,,,NSsNdb,27-b,,,,,,2,,
102-27-1,,102,27,geädˈgee,geädˈgee,,,WbWlap,27-b,,,,,,2,,
104-27-1,,104,27,gärrge ~ gäddge ~ gällo,gärrge ~ gäddge ~ gällo,,,EZ,27-b,,,,,,2,,
105-27-1,,105,27,geađgi,geađgi,,,SSSg,27-b,,,,,,2,,
106-27-1,,106,27,keđgi,keđgi,,,InsSSk,27-b,,,,,,2,,
107-27-1,,107,27,ǩeäʹdǧǧ,ǩeäʹdǧǧ,,,SKosSk,27-b,,,,,,2,,
108-27-1,,108,27,kiedd’k,kiedd’k,,,WOLD,27-b,,,,,kiedːʲk,2,,
501-27-1,,501,27,iz,iz,,,SyrjWsch,27-c,,,,iz,iz,3,,
503-27-1,,503,27,iz,iz,,,KoPRSl,27-c,,,,iz,iz,3,,
504-27-1,,504,27,iz,iz,,,WotjWsch,27-c,,,,iz,iz,3,,
701-27-1,,701,27,āχwtas,āχwtas,,,WogWb,27-d,,,,āχwtas,ɑːχwtɑs,4,,
901-27-1,,901,27,hualə,hualə,,,SlNgaRus,27-e,,,,hualə,huɑlə,5,,
902-27-1,,902,27,pæ,pæ,,,JurSWb,27-e,,,,,,5,,
907-27-1,,907,27,pǖ,pǖ,,,SolkWb,27-e,,,,pǖ,pyː,5,,
101-270-1,,101,270,[Form not found],,,,NSsNdb,270-?,,,,,,?,[Form not found],
102-270-1,,102,270,[Form not found],,,,WbWlap,270-?,,,,,,?,[Form not found],
106-270-1,,106,270,[Form not found],,,"Cf. ""háisuđ"" 'smell'",InsSSk,270-?,,,,,,?,[Form not found],
212-270-1,,212,270,[Form not found],,,"Cf. ""vaìnə"" 'stink'",LivWb,270-?,,,,,,?,[Form not found],
701-270-1,,701,270,[Form not found],,,Cf. “pasi” 'stink',WogWb,270-?,,,,,,?,[Form not found],
901-270-1,,901,270,[Form not found],,,,SlNgaRus,270-?,,,,,,?,[Form not found],
902-270-1,,902,270,[Form not found],,,,JurSWb,270-?,,,,,,?,[Form not found],
203-270-1,,203,270,haiseva,haiseva,,,JL,270-a,,,,,hɑise̞ʋɑ,1,,
207-270-1,,207,270,haižukaz,haižukaz,,,NRVS,270-a,,,,,,1,,
208-270-1,,208,270,haisova,haisova,,,InkmSk,270-a,,,,haisova,hɑisovɑ ,1,,
209-270-1,,209,270,haise̮va,haise̮va,,,VKJMS,270-a,,,,haise̮va,hɑisɤvɑ ,1,,
210-270-1,,210,270,haisev,haisev,,,SVSk,270-a,,,,,hɑisev ,1,,
211-270-1,,211,270,haisva,haisva,,"Cf. ""haisama"" 'stink'",VESr,270-a,,,,,,1,,
204-270-1,,204,270,"tuuhukas ~ tuuhhukas, pahatuuhuine",tuuhukas ~ tuuhhukas,,,KKSV,270-b,,,,,,2,,
204-270-2,,204,270,"tuuhukas ~ tuuhhukas, pahatuuhuine",pahatuuhuine,,,KKSV,270-b,,,,,,2,,
105-270-1,,105,270,guohca,guohca,,,SSSg,270-c,,,,,,3,,"'Rotten, foul smelling'"
105-270-2,,105,270,bahča,bahča,,,SSSg,270-d,,,,,,4,,'Bitter smelling'
107-270-1,,107,270,šuõrš,šuõrš,,,SKosSk,270-e,,,,,,5,,
301-270-1,,301,270,čińev,čińev,,,MordWb,270-f,,,,čińev,ʧiɲev,6,,
104-270-1,,104,270,hapsas,hapsas,,,EZ,270-g,,,,,,7,,
108-270-1,,108,270,aps,aps,,,WOLD,270-g,,,,,aps,7,,
401-270-1,,401,270,üpšə̑šö,üpšə̑šö,,,SMSk;TscherWb,270-g,,,,üpšə̑šö,ypʃə̠ʃø,7,,
501-270-1,,501,270,isa,isa,,,SyrjWsch,270-g,,,,isa,isɑ ,7,,"'Smelly, stinking'; deriv. from ""is"" 'smell, stink'"
601-270-1,,601,270,büdös,büdös,,,FMSz,270-h,,,,,bydøʃ,8,,
503-270-1,,503,270,zi̮na,zi̮na,,"Cf. ""zi̮n"" 'smell (n.)'",KoPRSl,270-i,,,,zi̮na,zɯnɑ ,9,,
504-270-1,,504,270,zi̮m,zi̮m,,,WotjWsch,270-i,,,,zi̮m,zɯm ,9,,
807-270-1,,807,270,pi̮ki̮m,pi̮ki̮m,,,DEWbOstj,270-j,,,,pi̮ki̮m,pɯkɯm,10,,"'Spoiled, bad smelling'"
907-270-1,,907,270,tǖtəńi-,tǖtəńi-,,"Deriv. from ""tüt"" 'shit'",SolkWb,270-k,,,,tǖtəńi-,tyːtəɲi- ,11,,
101-271-1,,101,271,[Form not found],,,,NSsNdb,271-?,,,,,,?,[Form not found],
104-271-1,,104,271,[Form not found],,,,EZ,271-?,,,,,,?,[Form not found],
701-271-1,,701,271,[Form not found],,,,WogWb,271-?,,,,,,?,[Form not found],
807-271-1,,807,271,[Form not found],,,,DEWbOstj,271-?,,,,,,?,[Form not found],
901-271-1,,901,271,[Form not found],,,,SlNgaRus,271-?,,,,,,?,[Form not found],
902-271-1,,902,271,[Form not found],,,,JurSWb,271-?,,,,,,?,[Form not found],
907-271-1,,907,271,[Form not found],,,,SolkWb,271-?,,,,,,?,[Form not found],
203-271-1,,203,271,"karhea, karkea",karhea,,,JL,271-a,,,,,"kɑrçe̞ɑ, kɑrke̞ɑ",1,,
203-271-2,,203,271,"karhea, karkea",karkea,,,JL,271-a,,,,,"kɑrçe̞ɑ, kɑrke̞ɑ",1,,
204-271-1,,204,271,kartšakka,kartšakka,,,KKSV,271-a,,,,,,1,,
208-271-1,,208,271,karhia,karhia,,,InkmSk,271-a,,,,karhia,kɑrhiɑ,1,,
209-271-1,,209,271,karma,karma,,,VKJMS,271-a,,,,karma,kɑrmɑ,1,,
210-271-1,,210,271,kare,kare,,,SVSk,271-a,,,,,kɑre,1,,
211-271-1,,211,271,"kahrõq, korrõ",kahrõq,,,VESr,271-a,,,,,,1,,
211-271-2,,211,271,"kahrõq, korrõ",korrõ,,,VESr,271-a,,,,,,1,,
212-271-1,,212,271,kaʾrdə,kaʾrdə,,,LivWb,271-a,,,,,,1,,
204-271-2,,204,271,kahakka,kahakka,,,KKSV,271-b,,,,,,2,,
207-271-1,,207,271,rubekaz,rubekaz,,,NRVS,271-c,,,,,,3,,
105-271-1,,105,271,roakkas,roakkas,,,SSSg,271-d,,,,,,4,,
105-271-2,,105,271,roavis,roavis,,,SSSg,271-e,,,,,,5,,
106-271-1,,106,271,roavis,roavis,,,InsSSk,271-e,,,,,,5,,
107-271-1,,107,271,krååvan,krååvan,,,SKosSk,271-e,,,,,,5,,
102-271-1,,102,271,rååsmaga,rååsmaga,,,WbWlap,271-f,,,,,,6,,
301-271-1,,301,271,kaźamo,kaźamo,,,MordWb,271-g,,,,kaźamo,kɑʑɑmo,7,,
401-271-1,,401,271,kozə̑ra,kozə̑ra,,,SMSk;TscherWb,271-g,,,,kozə̑ra,kozə̠rɑ,7,,
301-271-2,,301,271,iržańa,iržańa,,,MordWb,271-h,,,,iržańa,irʒɑɲɑ,8,,
401-271-2,,401,271,koštə̑ra,koštə̑ra,,,SMSk;TscherWb,271-i,,,,koštə̑ra,koʃtə̠rɑ ,9,,
501-271-1,,501,271,zumi̮d,zumi̮d,,,SyrjWsch,271-j,,,,zumi̮d,zumɯd,10,,
601-271-1,,601,271,durva,durva,,,FMSz,271-k,,,,,durvɒ,11,,"'Rough; crude, harsh'"
504-271-1,,504,271,šakres,šakres,,Dialectal?,WotjWsch,271-l,,,,šakres,ʃɑkres,12,,
108-271-1,,108,271,kērr,kērr,,,WOLD,271-m,,,,,keːrː,13,,
208-271-2,,208,271,kale,kale,,,InkmSk,271-n,,,,kale,kɑle ,14,,
503-271-1,,503,271,ćori̮t,ćori̮t,,,KoPRSl,271-o,,,,ćori̮t,ʨorɯt,15,,"'Coarse, hard'"
106-272-1,,106,272,[Form not found],,,,InsSSk,272-?,,,,,,?,[Form not found],
